DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
18679;Этиловый спирт;Этанол;560926;70%;1;20000 мл, 20 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1414.800000;3 года;Росбио ООО;Росбио ООО;Росбио ООО;Р N003976/01;24.12.2009 0:00
18686;Этиловый спирт;Этанол;772686;70%;1;10000 мл, 10 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;832.850000;3 года;Эколаб ЗАО;Эколаб ЗАО;Эколаб ЗАО;ЛСР-002637/08;09.04.2008 0:00
18687;Цефалексин;Цефалексин;672809;125 мг;20;пакет [материал Буфлен термосвариваемый]  (20), пачка картонная;порошок для приготовления суспензии для приема внутрь;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;30.400000;2 года после приготовления - 6 сут (при комнатной температуре), 14 сут (в холодильнике);Синтез ОАО;Синтез ОАО;Синтез ОАО;Р N000563/01;29.12.2006 0:00
18696;Пульмикорт;Будесонид;684475;0.25 мг/мл;20;2 мл, контейнер полиэтиленовый (5);суспензия для ингаляций дозированная;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;7,32E+12;741.500000;2 года после вскрытия конверта - 3 мес после вскрытия контейнера - 12 ч;АстраЗенека АБ;АстраЗенека АБ;АстраЗенека АБ;П N013826/01;14.09.2007 0:00
18706;Вакцина против кори живая аттенуированная;Вакцина для профилактики кори;633713;1 доза;50;1 доза, флакон темного стекла (50) /комплект: растворитель - вода для инъекций (ампула) 0.5 мл/, пачка картонная;лиофилизат для приготовления раствора для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;2962.780000;2 года - вакцина 5 лет - растворитель;Серум Инститьют оф Индия Лтд;Серум Инститьют оф Индия Лтд;Серум Инститьют оф Индия Лтд;ЛСР-005239/09;30.06.2009 0:00
18707;Суперилоп;Лоперамид;706076;2 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;23.700000;3 года;Панацея Биотек Лтд;Панацея Биотек Лтд;Панацея Биотек Лтд;П N012900/01;21.07.2008 0:00
18719;Риссет;Рисперидон;558420;4 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;3,85E+12;1179.520000;3 года;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;ЛС-000978;02.12.2005 0:00
18729;Пульмикорт турбухалер;Будесонид;630472;0.1 мг/доза;1;200 доз, ингалятор дозирующий Турбухалер, пачка картонная;порошок для ингаляций дозированный;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;7,32E+12;638.900000;2 года;АстраЗенека АБ;АстраЗенека АБ;АстраЗенека АБ;П N013849/01;16.06.2006 0:00
18730;Коэйт-ДВИ;Фактор свертывания крови VIII;644513;200-399 МЕ;1;флакон  /комплект: растворитель - вода для инъекций (флакон) 5 мл, игла, набор для вливания/, пачка картонная;лиофилизат для приготовления раствора для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;1972.500000;2 года 6 мес (при температуре ниже 25 град) после приготовления - 3 ч;Талекрис Биотерапьютикс Инк;Талекрис Биотерапьютикс Инк;Талекрис Биотерапьютикс Инк;П N012353/01;26.02.2006 0:00
18744;ГиперХаес;Гидроксиэтилкрахмал;725254;6%;30;250 мл, контейнер Фрифлекс пластиковый (30);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;33378.090000;3 года;Фрезениус Каби Дойчланд ГмбХ;Фрезениус Каби Дойчланд ГмбХ;Фрезениус Каби Дойчланд ГмбХ;ЛС-001399;10.03.2006 0:00
18754;Альтевир;Интерферон альфа-2b;702260;3 млн.МЕ;5;1 мл, ампула  (5);раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;858.550000;1.5 года;Фармапарк ООО;Фармапарк ООО;Фармапарк ООО;ЛС-001950;25.08.2006 0:00
18780;Макрозид;Пиразинамид;683053;500 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;98.190000;3 года;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;П N013050/01;25.12.2007 0:00
18791;Триомбраст;Натрия амидотризоат;889816;760 мг/мл;10;20 мл, ампула  (10);раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,82E+12;1321.800000;3 года;Фармак ОАО;Фармак ОАО;Фармак ОАО;П N015855/01;10.06.2009 0:00
18803;Макокс;Рифампицин;682970;300 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;196.700000;3 года;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;П N013051/01;29.12.2006 0:00
18809;Калия хлорид буфус;Калия хлорид;690109;40 мг/мл;10;10 мл, ампула полиэтиленовая  (10);концентрат для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;97.200000;3 года;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-008215/08;17.10.2008 0:00
18819;Карведилол Оболенское;Карведилол;534526;12.5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;205.300000;2 года;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;ЛС-000070;23.03.2005 0:00
18823;Бифидумбактерин;Бифидобактерии бифидум;652502;5 доз;30;пакет [материалы комбинированные] (30);порошок для приема внутрь и местного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;183.610000;1 год;Партнер ЗАО;Партнер ЗАО;Партнер ЗАО;Р N000346/01;11.08.2006 0:00
18837;Микройодид;Калия йодид;881175;0.1 мг;50;25 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;35.610000;2 года;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;Р N003490/01;21.05.2009 0:00
18853;Бетадин;Повидон-Йод;842399;10%;1;1000 мл, 1 л, флакон-капельница полиэтиленовый ;раствор для местного и наружного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;6,00E+12;697.210000;~;Эгис Фармацевтический завод ОАО;Эгис Фармацевтический завод ОАО;Эгис Фармацевтический завод ОАО;П N015282/03;18.09.2008 0:00
18871;Перекись водорода;Водорода пероксид;783202;3%;1;40 мл, флакон темного стекла;раствор для местного и наружного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;6.050000;2 года;Фармацевтическая фабрика ОАО [г.Копейск];Фармацевтическая фабрика ОАО [г.Копейск];Фармацевтическая фабрика ОАО [г.Копейск];Р N001875/01;06.11.2009 0:00
18877;Интерферон человеческий лейкоцитарный;Интерферон альфа;801643;1 тыс.МЕ;10;ампула  (10), пачка картонная;лиофилизат для приготовления раствора для интраназального введения и ингаляций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;51.830000;2 года;Микроген НПО ФГУП;Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];Микроген НПО ФГУП [Иммунопрепарат, г.Уфа];ЛС-001078;30.12.2005 0:00
18882;Дротаверин форте;Дротаверин;836621;80 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;30.420000;2 года;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Р N002677/01;07.08.2008 0:00
18887;Селемицин;Амикацин;542903;250 мг/мл;100;2 мл, флакон  (100);раствор для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;5,29E+12;8120.850000;3 года;Медокеми Лтд;Медокеми Лтд;Медокеми Лтд;П N011383/01;08.04.2005 0:00
18895;Амоксициллин;Амоксициллин;853999;250 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;19.150000;2 года;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N001781/01-2002;03.12.2008 0:00
18912;Аминокапроновая кислота;Аминокапроновая кислота;809671;50 мг/мл;36;100 мл, бутылка для крови и инфузионных растворов (36);раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;1360.800000;2 года;Мосфарм ОАО;Мосфарм ОАО;Мосфарм ОАО;ЛСР-003763/08;16.05.2008 0:00
18920;Калия йодид;Калия йодид;575304;0.1 мг;50;25 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;25.510000;3 года;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Р N003537/01;31.08.2009 0:00
18923;Нитронг форте;Нитроглицерин;710431;6.5 мг;25;25 шт., флакон темного стекла, пачка картонная;таблетка пролонгированного действия;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;3,84E+12;77.200000;3 года;КРКА д.д., Ново место;КРКА д.д., Ново место;КРКА д.д., Ново место;П N014027/01;14.03.2008 0:00
18933;Изониазида таблетки;Изониазид;319284;300 мг;100;100 шт., банка темного стекла, пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;47.970000;6 лет;~;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;70/529/17;04.08.1970 0:00
18942;Винпоцетин;Винпоцетин;785453;5 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;32.220000;3 года;Макиз-Фарма ЗАО;Макиз-Фарма ЗАО;Макиз-Фарма ЗАО;Р N002235/01;13.05.2009 0:00
18950;Ксилометазолин буфус;Ксилометазолин;699404;0.05%;5;2 мл, тюбик-капельница полимерный (5);капли назальные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;44.180000;2 года;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-003901/07;19.11.2007 0:00
18965;Беталок Зок;Метопролол;861493;100 мг;30;30 шт., флакон пластиковый, пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;7,32E+12;289.500000;3 года;АстраЗенека АБ;АстраЗенека АБ;АстраЗенека АБ;П N013890/01;26.01.2009 0:00
18972;Анаприлин;Пропранолол;638579;10 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;9.400000;4 года;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-005891/08;23.07.2008 0:00
18975;Цефтриаксон;Цефтриаксон;690002;1 г;50;флакон  (50), коробка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;816.790000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;Р N000750/01;26.10.2007 0:00
18976;Димедрол;Дифенгидрамин;811424;50 мг;10;10 шт., упаковка контурная безъячейковая, пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;1.540000;5 лет;Белмедпрепараты РУП;Белмедпрепараты РУП;Белмедпрепараты РУП;ЛС-000521;11.02.2008 0:00
18980;Ретинола ацетат;Ретинол;504686;34.4 мг/мл;1;50 мл, флакон темного стекла;раствор для приема внутрь и наружного применения [масляный];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;46.550000;3 года;Марбиофарм ОАО;Марбиофарм ОАО;Марбиофарм ОАО;ЛС-000913;11.11.2005 0:00
18983;Аколат;Зафирлукаст;626823;20 мг;28;14 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;5,00E+12;818.700000;3 года;АстраЗенека ЮК Лтд;АстраЗенека ЮК Лтд;АстраЗенека ЮК Лтд;П N013547/01;08.12.2006 0:00
18986;Гримипенем;Имипенем+[Циластатин];807230;500+500 мг;1;флакон  /комплект: трубка соединительная/, пачка картонная;порошок для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;981.820000;2 года;Аболмед ООО [г.Москва];Аболмед ООО [г.Москва];Аболмед ООО [г.Москва];ЛСР-008834/08;06.11.2008 0:00
18997;Амитриптилин Никомед;Амитриптилин;626272;10 мг;50;50 шт., флакон темного стекла;таблетка покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;5,70E+12;34.100000;5 лет;Никомед Дания АпС;Никомед Дания АпС;Никомед Дания АпС;П N012536/01;03.11.2006 0:00
19011;Этамбутол-Акри;Этамбутол;636701;400 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;138.450000;3 года;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Акрихин ХФК ОАО;Р N000043/01;08.12.2006 0:00
19013;Бензилбензоат;Бензилбензоат;688509;10%;1;25 г, туба алюминиевая;мазь для наружного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;23.760000;3 года;Брынцалов-А ЗАО;Брынцалов-А ЗАО;Брынцалов-А ЗАО;Р N000868/01;08.07.2008 0:00
19020;Липофундин МСТ/ЛСТ 10%;Жировые эмульсии для парентерального питания;640396;100 мг/мл;10;100 мл, бутылка (10);эмульсия для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,03E+12;2025.620000;2 года;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;Б.Браун Мельзунген АГ;П N012675/01;29.12.2006 0:00
19022;Трифтазин;Трифлуоперазин;815305;5 мг;100;100 шт., банка полимерная, пачка картонная;таблетка покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;37.210000;3 года;Дальхимфарм ОАО;Дальхимфарм ОАО;Дальхимфарм ОАО;Р N001406/02;22.05.2008 0:00
19044;Веро-Лоперамид;Лоперамид;630711;2 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;11.880000;3 года;Верофарм ОАО [г.Москва];Верофарм ОАО [г.Москва];Верофарм ОАО [г.Москва];Р N000336/01;10.11.2006 0:00
19052;Копаксон-Тева;Глатирамера ацетат;550387;20 мг/мл;28;1 мл, шприц ;раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;34304.350000;2 года;Тева Фармацевтические Предприятия Лтд;Тева Фармацевтические Предприятия Лтд;Тева Фармацевтические Предприятия Лтд;ЛС-000384;17.06.2005 0:00
19063;Салициловой кислоты раствор спиртовой;Салициловая кислота;256752;1%;1;25 мл, флакон темного стекла;раствор для наружного применения [спиртовой];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;6.700000;3 года;~;Владивостокская фармацевтическая фабрика ОАО;Владивостокская фармацевтическая фабрика ОАО;71/566/3;06.08.1971 0:00
19068;Интераль-П;Интерферон альфа-2;705940;5 млн.МЕ;5;ампула  (5), упаковка контурная-поддон;лиофилизат для приготовления раствора для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;1693.670000;2 года;ГосНИИ особо чистых биопрепаратов ФГУП;ГосНИИ особо чистых биопрепаратов ФГУП;ГосНИИ особо чистых биопрепаратов ФГУП;Р N000697/01;18.08.2008 0:00
19089;Парацетамол;Парацетамол;769806;120 мг|5 мл;1;100 мл /комплект: ложка дозировочная/, бутылка темного стекла;суспензия для приема внутрь;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;39.880000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛСР-008612/09;28.10.2009 0:00
19100;Промедол;Тримеперидин;844034;20 мг/мл;150;1 мл, ампула  (5);раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;4080.780000;5 лет;Государственный завод медицинских препаратов ФГУП;Государственный завод медицинских препаратов ФГУП;Государственный завод медицинских препаратов ФГУП;Р N001833/01;07.10.2008 0:00
19135;Цефтазидим-АКОС;Цефтазидим;816212;2 г;1;флакон 20 мл, пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;109.440000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;Р N002274/01-2003;22.04.2008 0:00
19137;Амлодипин;Амлодипин;835301;5 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;38.940000;3 года;Реплекфарм АО;Реплекфарм АО;Реплекфарм АО;ЛС-002020;22.09.2006 0:00
19169;Натрия хлорид;Натрия хлорид;568806;0.9%;10;10 мл, ампула  (10);раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;21.570000;5 лет;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;ЛС-002556;29.12.2006 0:00
19177;Ринорус;Ксилометазолин;647205;0.1%;1;5 мл, флакон-капельница полиэтиленовый ;капли назальные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;12.010000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-002408;22.12.2006 0:00
19181;Паклитаксел-Эбеве;Паклитаксел;817877;6 мг/мл;1;50 мл, флакон ;концентрат для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;9,09E+12;29082.460000;3 года;Эбеве Фарма ГмбХ Нфг.КГ;Эбеве Фарма ГмбХ Нфг.КГ;Эбеве Фарма ГмбХ Нфг.КГ;П N015197/01;07.05.2008 0:00
19188;Люголя раствор с глицерином;Йод+[Калия йодид+Глицерол];256764;~;1;25 г, флакон ;раствор для местного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;10.260000;3 года;~;Владивостокская фармацевтическая фабрика ОАО;Владивостокская фармацевтическая фабрика ОАО;73/461/29;15.06.1973 0:00
19203;Аранесп;Дарбэпоэтин альфа;704191;0.5 мг;1;1 мл, шприц ;раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,72E+12;66364.020000;2 года;Амджен Европа БВ;Амджен Мэньюфэкчуринг Лтд;Амджен Европа БВ;ЛСР-001710/07;26.07.2007 0:00
19218;Цефосин;Цефотаксим;759438;2 г;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;27.630000;3 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;Р N002102/02;01.07.2008 0:00
19224;Латран;Ондансетрон;594014;4 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;482.220000;3 года;Фармзащита НПЦ ФГУП;Фармзащита НПЦ ФГУП;Фармзащита НПЦ ФГУП;ЛС-001889;11.08.2006 0:00
19230;Кеторолак-Верте;Кеторолак;537228;10 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;12.170000;2 года;Вертекс ЗАО;Вертекс ЗАО;Вертекс ЗАО;ЛС-000243;29.04.2005 0:00
19236;Панимун Биорал;Циклоспорин;708747;100 мг;50;5 шт., упаковка контурная ячейковая  (10), пачка картонная;капсула мягкая;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;8834.460000;2 года;Панацея Биотек Лтд;Панацея Биотек Лтд;Панацея Биотек Лтд;П N011061/01;27.10.2006 0:00
19239;Тимолол;Тимолол;644976;0.25%;1;5 мл, флакон-капельница пластиковая;капли глазные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;5,94E+12;21.790000;3 года после вскрытия - 28 сут;К.О.Ромфарм Компани СрЛ;К.О.Ромфарм Компани СрЛ;К.О.Ромфарм Компани СрЛ;ЛСР-000022;28.03.2007 0:00
19241;Этиловый спирт;Этанол;893728;70%;30;100 мл, флакон темного стекла (30);раствор для наружного применения и приготовления лекарственных форм;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;364.820000;2 года;Фармацевтическая фабрика ОАО [г.Копейск];Фармацевтическая фабрика ОАО [г.Копейск];Фармацевтическая фабрика ОАО [г.Копейск];ЛСР-000120/10;18.01.2010 0:00
19242;Суксаметония йодид;Суксаметония йодид;885570;20 мг/мл;10;5 мл, ампулы  (10);раствор для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;92.880000;1.5 года;Эском НПК ОАО [г.Ставрополь];Эском НПК ОАО [г.Ставрополь];Эском НПК ОАО [г.Ставрополь];ЛСР-010036/09;09.12.2009 0:00
19255;Модитен депо;Флуфеназин;622055;25 мг/мл;5;1 мл, ампула темного стекла  (5);раствор для внутримышечного введения [масляный];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;3,84E+12;302.160000;2 года;КРКА д.д., Ново место;КРКА д.д., Ново место;КРКА д.д., Ново место;П N012269/01;11.08.2006 0:00
19259;Этиловый спирт;Этанол;893716;70%;1;100 мл, флакон темного стекла;раствор для наружного применения и приготовления лекарственных форм;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;15.420000;2 года;Фармацевтическая фабрика ОАО [г.Ижевск];Фармацевтическая фабрика ОАО [г.Ижевск];Фармацевтическая фабрика ОАО [г.Ижевск];ЛСР-000083/10;15.01.2010 0:00
19275;Фамотидин;Фамотидин;599228;40 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;22.160000;3 года;Озон ООО;Озон ООО;Озон ООО;ЛС-001456;24.03.2006 0:00
19283;Метронидазол;Метронидазол;529248;250 мг;7000;10 шт., упаковка контурная безъячейковая (700), коробка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;2419.200000;2 года;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛСР-004197/08;30.05.2008 0:00
19298;Калия хлорид;Калия хлорид;503672;40 мг/мл;10;10 мл, ампула  (10);концентрат для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;26.680000;3 года;Биосинтез ОАО;Биосинтез ОАО;Биосинтез ОАО;ЛС-000307;24.02.2010 0:00
19330;Метронидазол;Метронидазол;683409;5 мг/мл;1;100 мл, флакон полиэтиленовый;раствор для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;17.240000;3 года;Аквариус Энтерпрайзис;Аквариус Энтерпрайзис;Аквариус Энтерпрайзис;П N012706/01;09.09.2009 0:00
19331;Раствор для перитонеального диализа с глюкозой и низким содержанием кальция;Растворы для перитонеального диализа;810714;~;4;2500 мл, 2.5 л /комплект: контейнер дренажный пустой, трубка соединительная (в сборе)/, контейнер Клиа-Флекс пластиковый;раствор для перитонеального диализа [с декстрозой 38.6 г/л];;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1793.760000;3 года;Биеффе Медитал СпА;Биеффе Медитал СпА;Биеффе Медитал СпА;П N013325/01;17.03.2008 0:00
19366;Микобутин;Рифабутин;687799;150 мг;30;15 шт., упаковка контурная ячейковая  (2), пачка картонная;капсула;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1033.460000;3 года;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;П N013636/01;18.09.2008 0:00
19372;Левемир ФлексПен;Инсулин детемир;893603;100 ЕД/мл;5;3 мл, шприц-ручка ФлексПен  (5);раствор для подкожного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;1714.720000;2.5 года после начала использования - 6 нед (при температуре не выше 30 град., вне холодильника);Ново Нордиск АС;Ново Нордиск АС;Ново Нордиск АС;ЛС-000596;11.01.2010 0:00
19389;Теванат;Алендроновая кислота;863157;70 мг;4;4 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;7,29E+12;750.900000;2.5 года;Тева Фармацевтические Предприятия Лтд;Тева Фармацевтические Предприятия Лтд;Тева Фармацевтические Предприятия Лтд;ЛС-002267;17.11.2006 0:00
19401;Анаприлин;Пропранолол;514123;40 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;19.050000;4 года;Медисорб ЗАО;Медисорб ЗАО;Медисорб ЗАО;Р N003958/01;26.01.2005 0:00
19408;Лидокаин;Лидокаин;748134;10%;1;38 г, 650 доз, флакон с дозирующим устройством полимерный /комплект: распылитель для перорального применения, насадка стоматологическая/;спрей для местного применения дозированный;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;175.600000;3 года;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Р N002739/01;26.11.2007 0:00
19416;Роцефин;Цефтриаксон;741403;500 мг;1;флакон  /комплект: растворитель - вода для инъекций (ампула) 5 мл/, пачка картонная;порошок для приготовления раствора для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;236.570000;3 года;Ф.Хоффманн-Ля Рош Лтд;Ф.Хоффманн-Ля Рош Лтд;Ф.Хоффманн-Ля Рош Лтд;П N013244/02;08.12.2006 0:00
19420;Перекись водорода;Водорода пероксид;892294;3%;1;25 мл, флакон темного стекла;раствор для местного и наружного применения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;4.560000;2 года;Омская фармацевтическая фабрика ОГУП;Омская фармацевтическая фабрика ОГУП;Омская фармацевтическая фабрика ОГУП;ЛСР-008053/09;14.10.2009 0:00
